,Country,2010_GDP,2011_GDP,2012_GDP,2013_GDP,2014_GDP,2015_GDP,2016_GDP,2017_GDP,2018_GDP,2019_GDP,2020_GDP,2010_Users,2011_Users,2012_Users,2013_Users,2014_Users,2015_Users,2016_Users,2017_Users,2018_Users,2019_Users,2020_Users
90,Liberia,1998000000.0,2398000000.0,2791614000.0,3177198100.0,3225652000.0,3227075700.0,3398419600.0,3390703400.0,3422754800.0,3319596500.0,3039982540.0,2.299999952,2.5,2.599999905,3.200000048,5.409999847,10.0,15.69999981,16.29999924,18.89999962,22.0,25.60000038
91,Libya,75380170508.0,48167374612.0,92538004280.0,75350633011.0,57372445772.0,48717854040.0,49910960875.0,67158415842.0,76684175824.0,69252306372.0,52320215472.0,14.0,14.0,15.19999981,16.5,17.76000023,,,,,,
92,Low income,613155000000.0,461377000000.0,437977000000.0,449879000000.0,480290000000.0,474998000000.0,470793000000.0,527247000000.0,453568000000.0,479643000000.0,481025000000.0,3.336564064,3.795007467,4.610525131,5.386800766,7.023654938,9.158151627,11.10052586,13.80006218,16.28896904,18.17598152,20.61533356
93,Sri Lanka,56725749222.0,65292753005.0,68434409315.0,74317806538.0,79356449841.0,80604080689.0,82401038710.0,87428128124.0,87963042341.0,83902574443.0,80969683537.0,,,,,10.5,12.10000038,15.10000038,21.29999924,26.0,29.0,35.0
94,Lower middle income,5246900000000.0,6031010000000.0,6329150000000.0,6432750000000.0,6682830000000.0,6525990000000.0,6885320000000.0,7396390000000.0,7541060000000.0,7894760000000.0,7585550000000.0,10.54971981,12.67747307,14.23622227,15.94791889,18.33751297,20.77431679,23.49909401,26.56108665,29.89668465,36.22880173,44.87673187
95,Lesotho,2234731974.0,2579421686.0,2477702253.0,2367113170.0,2441053176.0,2359759799.0,2114020380.0,2306185361.0,2514146888.0,2451257579.0,2250717718.0,3.859999895,7.0,10.0,15.0,22.0,25.0,32.45385742,39.0,40.79999924,42.30173492,43.0
96,Lithuania,37128694028.0,43535051482.0,42927454291.0,46523420074.0,48533659592.0,41435533340.0,43047309306.0,47758736932.0,53750911866.0,54697379017.0,56546957475.0,62.11999893,63.6399765,67.2299881,68.45290375,72.12999725,71.37805939,74.37664795,77.61525726,79.72257996,81.58187103,83.05554962
97,Luxembourg,56213985987.0,61696281326.0,59776383527.0,65203276467.0,68804811898.0,60071584216.0,62216885436.0,65712180343.0,71285019397.0,70195715496.0,73353132794.0,90.62000275,90.02986145,91.94992065,93.77649689,94.66999817,96.37671661,98.13669586,97.36296082,97.06130219,97.12063599,98.82242584
98,Latvia,23956163077.0,27474380566.0,28169902669.0,30204783462.0,31386896487.0,27263090547.0,28083597512.0,30483806018.0,34429023435.0,34308783825.0,33645460617.0,68.41999817,69.74995422,73.11994171,75.23439789,75.83000183,79.20058441,79.84209442,80.11407471,83.57717133,86.1354599,88.90000153
99,Morocco,93216746662.0,101370000000.0,98266306615.0,106826000000.0,110081000000.0,101180000000.0,103312000000.0,109683000000.0,118096000000.0,119870000000.0,114725000000.0,52.0,46.10748291,55.41605377,56.0,56.79999924,57.07999802,58.27123642,61.76221085,64.80386353,74.37631226,84.12036133
100,Monaco,5367625613.0,6088808463.0,5743029680.0,6555983530.0,7069616049.0,6261622101.0,6472990923.0,6431314957.0,7194024563.0,7383745662.0,6816219303.0,75.0,80.30000305,87.0,90.69999695,92.40000153,93.36330414,95.20817566,97.05297852,,,
101,Moldova,6974982393.0,8414351672.0,8709138765.0,9496717702.0,9510198962.0,7745241913.0,8071469355.0,9669741744.0,11457443185.0,11971345003.0,11859730544.0,32.29999924,38.0,43.36999893,60.0,67.0,69.00000763,71.0,76.12451935,,,
102,Madagascar,9982711338.0,11551819618.0,11578974888.0,12423555269.0,12522957228.0,11323020829.0,11848613735.0,13176313594.0,13614412551.0,14191911512.0,13225591804.0,1.700000048,1.899999976,2.299999952,3.0,3.700000048,4.17397213,4.713663101,9.800000191,15.0,,
103,Maldives,2588176055.0,2774351760.0,2886170572.0,3295011382.0,3697351597.0,4109424800.0,4379136462.0,4754175869.0,5300962660.0,5607762625.0,3742769967.0,26.53000069,34.0,38.93009949,44.09999847,49.27999878,54.46195602,59.09259033,61.25,62.06999969,62.5,62.93000031
104,Mexico,1057800000000.0,1180490000000.0,1201090000000.0,1274440000000.0,1315350000000.0,1171870000000.0,1078490000000.0,1158910000000.0,1222410000000.0,1269400000000.0,1087120000000.0,31.04999924,37.17629623,39.75,43.45999908,44.38999939,57.43104172,59.54044724,63.85224915,65.77263641,70.06990814,71.96819305
105,Marshall Islands,160407100.0,172188500.0,180436300.0,184840400.0,182142800.0,183814300.0,201510900.0,213204100.0,221588900.0,239462200.0,244462400.0,7.0,10.0,12.5,14.0,16.79999924,19.28244209,29.78777885,38.70116425,,,
106,Middle income,19850900000000.0,23678400000000.0,25244100000000.0,26739600000000.0,27621900000000.0,26188800000000.0,26434300000000.0,29040100000000.0,30844600000000.0,31581100000000.0,30433800000000.0,21.59939384,24.76813698,27.45270538,29.77399635,32.15723419,34.87554932,37.86980057,40.67497253,44.49394226,49.93650818,57.21282196
107,North Macedonia,9407168702.0,10494632699.0,9745251126.0,10817712139.0,11362272838.0,10064515432.0,10672471861.0,11307058382.0,12683070061.0,12606338449.0,12116981815.0,51.90000153,56.70000076,57.44994736,65.23999786,68.05999756,70.38020325,72.15681458,74.51682281,79.16775513,81.41287994,81.40554047
108,Mali,10689168011.0,12995112698.0,12442035328.0,13242690790.0,14364937128.0,13104764379.0,14026048334.0,15365713059.0,17070867578.0,17280250805.0,17465392779.0,2.0,2.200000048,2.799999952,3.5,7.0,10.32999992,14.0,18.89999962,21.39999962,24.20000076,27.39999962
109,Malta,9035932122.0,9638916481.0,9462238211.0,10551661177.0,11626281387.0,11091434484.0,11668286795.0,13505056442.0,15301279478.0,15719500921.0,14917038504.0,63.0,68.01982117,68.19987488,68.9138031,73.16999817,75.96002197,78.07514954,81.01190948,81.65804291,85.77856445,86.85876465
110,Myanmar,37796052939.0,54118601975.0,58318677645.0,60572257122.0,63264892768.0,63045305229.0,60291736894.0,61449392056.0,67144725831.0,68697759361.0,78930257227.0,0.25,0.9800000191,1.399999976,1.799999952,7.400000095,10.89999962,16.0,23.62108231,28.70000076,34.90000153,35.09999847
111,Montenegro,4143033276.0,4544516982.0,4087725813.0,4465771673.0,4593852089.0,4054728173.0,4376929572.0,4856602179.0,5506944403.0,5542201151.0,4780722122.0,37.5,35.61154175,56.83878326,60.31000137,61.0,68.11978912,69.8816452,71.27233124,71.51709747,73.47666931,77.60879517
112,Mongolia,7189481824.0,10409797649.0,12292770631.0,12582122604.0,12226514722.0,11619892396.0,11181350461.0,11480847745.0,13178094459.0,14206359007.0,13312981595.0,10.19999981,12.49999142,16.39999962,17.6999836,19.94244766,22.50000381,22.26576996,23.71426582,47.13000107,51.0799942,62.5000267
113,Mozambique,11104649065.0,14381552467.0,16350813487.0,16974314296.0,17716091057.0,15950979333.0,11936993087.0,13219079498.0,14845400593.0,15390031040.0,14028811072.0,4.170000076,4.599999905,5.0,5.5,6.0,6.5,7.0,7.800000191,10.89999962,15.10000038,16.5
114,Mauritania,5628878866.0,6764627666.0,6728208836.0,7223071177.0,6592537782.0,6166863960.0,6398747532.0,6800135962.0,7352533586.0,7889655284.0,7915985514.0,4.0,4.5,5.0,6.199999809,11.80000019,17.60000038,24.10000038,24.20000076,35.09999847,36.70000076,40.79999924
115,Mauritius,10003670690.0,11518393367.0,11668685524.0,12129642296.0,12803445934.0,11692287066.0,12232463656.0,13259351418.0,14181951059.0,14045808843.0,10926820603.0,28.32999992,34.95000076,35.41999817,40.1168251,44.80327606,50.13932037,52.19132614,55.4032402,58.59616852,61.72995377,64.88490295
116,Malawi,6959655571.0,8004000737.0,6028487929.0,5518880769.0,6047813437.0,6373212641.0,5433040160.0,8943543677.0,9880676219.0,11025370769.0,12172128470.0,2.25999999,3.329999924,4.350599766,5.050000191,5.829999924,6.0,6.300000191,7.0,8.0,9.899999619,
117,Malaysia,255017000000.0,297952000000.0,314443000000.0,323277000000.0,338062000000.0,301355000000.0,301255000000.0,319112000000.0,358792000000.0,365276000000.0,337006000000.0,56.29999924,61.0,65.80000305,57.05751038,63.66542435,71.06406403,78.78830719,80.14048004,81.2010498,84.18714142,89.55501556
118,North America,16672900000000.0,17399400000000.0,18088700000000.0,18696300000000.0,19362800000000.0,19769200000000.0,20230000000000.0,21136000000000.0,22259700000000.0,23122000000000.0,22546000000000.0,72.54899597,71.05696106,75.53353119,72.8493042,74.42523193,76.11729431,86.11499786,87.82762909,89.12409973,90.15198517,91.52128601
119,Namibia,11431334447.0,12523402329.0,13042007432.0,12043276397.0,12435416060.0,11335179562.0,10721994677.0,12895153160.0,13682062249.0,12543203411.0,10562637376.0,11.60000038,12.0,12.94139957,13.89999962,14.84000015,25.68785095,31.03334618,36.83740616,40.0,40.5,41.0
120,New Caledonia,9364347372.0,10351442209.0,9659153061.0,10151385306.0,10635039739.0,8738205837.0,8724570250.0,9173668102.0,9846922416.0,9438130987.0,9435529927.0,42.0,50.0,58.0,66.0,70.0,74.00175476,,82.00584412,,,
121,Niger,7851191899.0,8772951262.0,9426913349.0,10224897935.0,10862944204.0,9683867894.0,10398862245.0,11185102400.0,12808660528.0,12916455161.0,13741378450.0,0.8299999833,0.8999999762,1.049999952,1.149999976,1.248675704,2.476219893,4.322758198,10.22431183,,,
122,Nigeria,361457000000.0,404994000000.0,455502000000.0,508693000000.0,546676000000.0,486803000000.0,404650000000.0,375746000000.0,397190000000.0,448120000000.0,432294000000.0,11.5,13.80000019,16.10000038,19.10000038,21.0,24.5,25.67000008,28.0,31.89999962,33.59999847,35.5
123,Nicaragua,8758639096.0,9774307336.0,10532006608.0,10982979274.0,11880434071.0,12756706583.0,13286083645.0,13785909906.0,13025239912.0,12596636042.0,12586941393.0,10.0,10.60000038,13.5,15.5,17.60000038,19.7042923,24.57183456,30.39999962,37.59999847,37.79999924,45.20000076
124,Netherlands,847381000000.0,905271000000.0,838923000000.0,877173000000.0,892168000000.0,765573000000.0,784060000000.0,833870000000.0,914043000000.0,910194000000.0,913865000000.0,90.72000122,91.41999817,92.85999298,93.95639801,91.66666412,91.72413635,90.41095734,93.19728088,91.89189148,93.28858948,91.33333588
125,Norway,428757000000.0,498283000000.0,509506000000.0,522762000000.0,498410000000.0,385802000000.0,368827000000.0,398394000000.0,437000000000.0,404941000000.0,362198000000.0,93.38999939,93.4899826,94.64997864,95.05339813,96.30000305,96.81032562,97.29820251,96.35760498,96.49166107,98.00000763,97.0
126,Nepal,16002656434.0,21573862467.0,21703106502.0,22162208956.0,22731602970.0,24360795411.0,24524098185.0,28971589213.0,33111525872.0,34186190996.0,33433670512.0,7.929999828,9.0,11.14929962,13.30000019,15.43999958,17.58161736,20.70000076,24.29999924,28.60000038,32.79999924,37.70000076
127,Nauru,47564520.39,66055407.67,96927201.48,98491843.64,104654365.2,86529661.37,99723394.96,109359680.2,124021393.7,118724073.8,114626625.6,,54.0,,,,,,62.38512421,,,
128,New Zealand,146518000000.0,168291000000.0,176207000000.0,190907000000.0,201313000000.0,178064000000.0,188838000000.0,206624000000.0,211953000000.0,213435000000.0,211735000000.0,80.45999908,81.23000336,81.64447021,82.77999878,84.0,85.19999695,86.5,87.69999695,89.0,90.19999695,91.5
129,Oman,64993498049.0,77497529259.0,87408842653.0,89936020806.0,92699089727.0,78710793238.0,75128738622.0,80856697009.0,91505851756.0,88060858257.0,73971391417.0,35.82780075,48.0,60.0,66.44999695,70.22000122,73.52999878,76.84539032,80.18563843,85.5,90.30000305,95.23000336
130,Pakistan,177166000000.0,213587000000.0,224384000000.0,231219000000.0,244361000000.0,270556000000.0,313630000000.0,339206000000.0,356128000000.0,320909000000.0,300306000000.0,8.0,8.0,8.100000381,9.0,10.0,11.0,12.38544655,13.77999973,15.34000015,17.07090187,25.0
131,Panama,29440287600.0,34686224300.0,40429734400.0,45599994000.0,49921464400.0,54091713800.0,57907695400.0,62202725200.0,64929409200.0,66984427200.0,53977037000.0,40.09999847,42.70000076,40.30189514,44.02999878,44.91999817,51.20542526,54.0,59.95063019,61.80553055,63.62841415,64.25
132,Peru,147529000000.0,171762000000.0,192649000000.0,201175000000.0,200789000000.0,189805000000.0,191896000000.0,211007000000.0,222597000000.0,228323000000.0,201705000000.0,34.77000046,36.00999832,38.20000076,39.20000076,40.20000076,40.8526001,45.4617424,50.45041275,55.05433273,59.95050049,65.25
133,Philippines,208369000000.0,234217000000.0,261921000000.0,283903000000.0,297483000000.0,306446000000.0,318627000000.0,328481000000.0,346842000000.0,376823000000.0,361751000000.0,25.0,29.0,30.79999924,32.70000076,34.70000076,36.90000153,39.20000076,41.59999847,44.09999847,43.02661133,49.79999924
134,Palau,185943000.0,196911100.0,212397800.0,221117200.0,241669800.0,280457700.0,298300000.0,285300000.0,284700000.0,274200000.0,257700000.0,,,,,,,,,,,
135,Papua New Guinea,14250755231.0,17984910502.0,21295659244.0,21261432791.0,23210682538.0,21723531173.0,20759069103.0,22742613554.0,24109509853.0,24751344561.0,24667052023.0,1.279999971,2.0,3.5,5.099999905,6.5,7.900000095,9.601538658,11.20919704,,,
136,Poland,479834000000.0,528301000000.0,498524000000.0,521016000000.0,542477000000.0,477812000000.0,472630000000.0,526509000000.0,587412000000.0,597281000000.0,596624000000.0,62.31999969,61.95000076,62.30999756,62.8492012,66.59999847,67.99698639,73.30070496,75.98536682,77.54173279,80.43590546,83.18489075
137,Puerto Rico,98381300000.0,100352000000.0,101565000000.0,102450000000.0,102446000000.0,103376000000.0,104337000000.0,103446000000.0,100925000000.0,104915000000.0,103138000000.0,45.29999924,48.0,68.99998474,68.99999237,69.0,63.4663353,68.64380646,68.74077606,70.85639954,77.73644257,
138,Portugal,238113000000.0,245118000000.0,216224000000.0,226434000000.0,229902000000.0,199394000000.0,206426000000.0,221358000000.0,242313000000.0,239987000000.0,228539000000.0,53.29999924,55.24999619,60.33999634,62.09560013,64.58999634,68.63285828,70.42356873,73.79121399,74.66096497,75.34637451,78.26165771
139,Paraguay,27129301212.0,33737052170.0,33296438306.0,38651334288.0,40377987209.0,36211372703.0,36089550659.0,38997129474.0,40225448341.0,37925338329.0,35432178068.0,19.79999924,24.76351547,29.34000015,36.90000153,43.0,49.71630478,53.40412903,61.07575607,64.99354553,68.51763153,73.9575119
140,Qatar,125122000000.0,167775000000.0,186834000000.0,198728000000.0,206225000000.0,161740000000.0,151732000000.0,161099000000.0,183335000000.0,175838000000.0,144411000000.0,69.0,69.0,69.30000305,85.30000305,91.48999786,92.88482666,95.12466431,97.38884735,99.65284729,99.65280151,99.65284729
141,Romania,166309000000.0,183327000000.0,170636000000.0,190801000000.0,199959000000.0,177729000000.0,188129000000.0,211695000000.0,241457000000.0,249882000000.0,249511000000.0,39.93000031,40.00999832,45.87999344,49.76449966,54.08000183,55.76315689,59.50395203,63.74728394,70.68127441,73.65747833,78.45526886
142,Rwanda,6121529488.0,6881379762.0,7650671477.0,7815975294.0,8234762201.0,8539424910.0,8690878328.0,9252834120.0,9642440646.0,10356327149.0,10184345442.0,8.0,7.0,8.023854256,9.0,10.60000038,18.0,20.0,21.76763344,25.0,26.0,26.5
143,South Asia,2060780000000.0,2274500000000.0,2300090000000.0,2359610000000.0,2584560000000.0,2699430000000.0,3005240000000.0,3426790000000.0,3527310000000.0,3648730000000.0,3482470000000.0,7.159897327,9.228820801,10.11200142,11.31699467,12.84579754,14.17472649,16.12973213,17.8888607,19.83763123,27.27102661,38.56237411
144,Saudi Arabia,528207000000.0,671239000000.0,735975000000.0,746647000000.0,756350000000.0,654270000000.0,644936000000.0,688586000000.0,816579000000.0,803616000000.0,703368000000.0,41.0,47.5,54.0,60.5,64.71365356,69.61623383,74.87927246,94.17559814,93.31000519,95.72473907,97.86000061
145,Sudan,74151186600.0,78403418360.0,63195499524.0,66026600235.0,76818327442.0,84985132167.0,102944000000.0,129718000000.0,32333780383.0,32338079165.0,26987563444.0,,,,,,,14.10000038,18.60000038,24.60000038,25.89999962,28.39999962
146,Senegal,16121314671.0,17814284622.0,17660871726.0,18918668644.0,19797254643.0,17774766636.0,19040312815.0,20996564752.0,23116897847.0,23398811424.0,24493157583.0,8.0,9.800000191,10.80000019,13.10000038,17.70000076,21.70000076,25.66476822,29.64312363,35.29999924,39.5,42.59999847
147,Singapore,239809000000.0,279351000000.0,295087000000.0,307576000000.0,314851000000.0,308004000000.0,318832000000.0,343193000000.0,376998000000.0,375473000000.0,345296000000.0,71.0,71.0,72.0,80.90205383,82.09999847,83.19999695,84.45227051,84.45227051,88.16563416,88.94924927,92.00434875
148,Solomon Islands,846767635.9,1049889692.0,1191045573.0,1284763287.0,1335584912.0,1307082934.0,1378543909.0,1483793468.0,1574622018.0,1570093229.0,1545888426.0,5.0,6.0,6.997399807,8.0,9.0,10.00046539,11.00090218,11.92422867,,,
149,Sierra Leone,2578026297.0,2942546781.0,3801862611.0,4920343195.0,5015157816.0,4218723875.0,3674794530.0,3719369107.0,4085114794.0,4076578543.0,4063289450.0,0.5799999833,0.8999999762,2.5,4.0,6.057299137,6.344421387,11.77318478,13.23693085,15.80000019,16.79999924,18.0
150,El Salvador,18447920000.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,26896660000.0,24638720000.0,15.89999962,18.89999962,20.32138824,23.10930061,24.76171303,26.80260468,28.99707222,33.8207283,43.79999924,50.49119186,54.60137177
151,San Marino,1881214371.0,1813752784.0,1604779648.0,1678841812.0,1673973695.0,1419394763.0,1468377242.0,1528630705.0,1655300897.0,1616231696.0,1544713785.0,,49.59999847,,,,,,60.18230057,,,
152,Serbia,41819468692.0,49258136129.0,43309252921.0,48394239475.0,47062206678.0,39655958843.0,40692643373.0,44179055280.0,50640650221.0,51514222382.0,53335016425.0,40.90000153,42.20000076,48.09999847,53.45036316,62.07508087,65.31702423,67.05683899,70.33083344,73.36071014,77.41677094,78.36804199
153,Sub-Saharan Africa,1451750000000.0,1635060000000.0,1700400000000.0,1804730000000.0,1868670000000.0,1684990000000.0,1572900000000.0,1704400000000.0,1732710000000.0,1792080000000.0,1706090000000.0,6.148348331,7.611246109,9.305421829,11.19203281,13.40872097,16.12302589,17.92468452,20.83213043,24.71623421,27.33539391,30.04261971
154,Sao Tome and Principe,196652514.3,231489270.1,250680845.7,300554483.6,346528329.2,316066072.3,345495615.0,375614126.2,412253809.7,427425039.7,472914469.9,18.75,20.16119957,21.57239914,23.0,24.40999985,25.81999969,28.0,29.93122864,31.89999962,32.0,33.0
155,Suriname,4368398048.0,4422276622.0,4980000000.0,5145757576.0,5240606061.0,5126291451.0,3317438911.0,3591623596.0,3996247906.0,3984483762.0,2884248048.0,31.59000015,32.0,34.68119812,37.40000153,40.08000183,42.76382828,45.40000153,48.94517517,53.79999924,68.75,70.05999756
156,Slovenia,48208240226.0,51583869785.0,46577793184.0,48415657265.0,49997186439.0,43107506024.0,44766722791.0,48589100043.0,54163591695.0,54178877606.0,53589609581.0,70.0,67.33999634,68.34997559,72.67559814,71.58999634,73.09866333,75.49850464,78.88542938,79.74997711,83.10836029,86.6013031
157,Sweden,495813000000.0,574094000000.0,552484000000.0,586842000000.0,581964000000.0,505104000000.0,515655000000.0,541019000000.0,555455000000.0,533880000000.0,541487000000.0,90.0,92.76998901,93.17998505,94.78359985,92.51999664,90.61019897,89.65094757,93.00626373,89.2469635,94.49344635,94.53942871
158,Eswatini,4438778424.0,4820499924.0,4886533033.0,4597532030.0,4422968340.0,4063245671.0,3816022047.0,4402969226.0,4666784618.0,4466066557.0,3984840580.0,11.03999996,18.12999916,20.78178215,24.70000076,25.0,25.64304161,28.56999969,30.29999924,,,
159,Seychelles,969940010.2,1065823923.0,1059496470.0,1328089686.0,1387577763.0,1415998663.0,1490226454.0,1573428277.0,1636310049.0,1684228529.0,1200634489.0,41.0,43.16400528,47.07600021,50.40000153,51.25470352,54.25961685,56.51470947,58.76980972,70.09999847,75.0,79.0
160,Turks and Caicos Islands,686787810.0,728789570.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1022365000.0,1113178000.0,1197415000.0,924583000.0,,,,,,,,,,,
161,Chad,10668102735.0,12172309523.0,12367363678.0,12953535496.0,13940768066.0,10950392220.0,10097778354.0,10000395242.0,11239167048.0,11314951343.0,10715396135.0,1.700000048,1.899999976,2.099999905,2.5,2.900000095,3.5,5.800000191,7.400000095,8.0,9.800000191,10.39999962
162,Togo,3429461495.0,3872459250.0,3873308389.0,4321655656.0,4574986537.0,4180866177.0,6031632168.0,6395472574.0,7112200725.0,7220395248.0,7574636979.0,3.0,3.5,4.0,4.5,5.699999809,7.119999886,11.31000042,12.36022472,15.5,19.29999924,24.0
163,Thailand,341105000000.0,370819000000.0,397558000000.0,420333000000.0,407339000000.0,401296000000.0,413366000000.0,456357000000.0,506755000000.0,544081000000.0,499682000000.0,22.39999962,23.66992569,26.45999908,28.94000053,34.88999939,39.31612778,47.50496674,52.89192963,56.81748199,66.65242004,77.84374237
164,Tajikistan,5642178580.0,6522732203.0,7633049792.0,8448469838.0,9112544556.0,8271454301.0,6992393787.0,7536439875.0,7765014424.0,8300784857.0,8133996648.0,11.55000019,13.02999973,14.51000023,16.0,17.48999977,18.97999954,20.46999931,21.95999908,,,
165,Tonga,366840012.4,414523388.5,470714083.4,450643615.2,439878828.0,437006227.2,420540178.6,460379145.0,489235527.4,512350059.4,488829964.1,16.0,25.0,30.0,32.75395966,35.95444107,38.65127182,39.95000076,41.24872589,,,
166,Trinidad and Tobago,22157948396.0,25433011405.0,25781712703.0,27294453245.0,27642525749.0,25191551350.0,22373566810.0,23180107752.0,23820742957.0,23886216403.0,21392536138.0,48.5,55.20000076,57.5,59.90000153,62.40000153,65.09999847,67.80000305,70.59999847,,,
167,Tunisia,46206091938.0,48122744708.0,47311159485.0,48684187850.0,50271072628.0,45780128467.0,44360614525.0,42164007605.0,42685972269.0,41772900763.0,42514151614.0,36.79999924,39.09999847,41.4416008,43.79999924,46.15999985,46.49999619,49.59999466,55.5001564,64.19081116,66.69999695,71.90000153
168,Tuvalu,32104201.06,39195461.58,39345620.21,38617493.72,38759689.92,36811659.53,41629497.47,45217657.88,47818290.5,54223149.11,55054710.62,14.60000038,16.5,18.70000076,21.20000076,24.10000038,27.29999924,31.0,35.20000076,,,
169,Tanzania,32014249841.0,34657139495.0,39650530214.0,45680532614.0,49964788814.0,47378599025.0,49774021003.0,53320625959.0,57003713611.0,61136873692.0,62409709111.0,2.900000095,3.200000048,3.950000048,4.400000095,7.0,10.0,13.50423241,15.99999905,19.0,20.0,22.0
170,Uganda,26673441667.0,27871725206.0,27305915761.0,28915786997.0,32612397758.0,32387183845.0,29203988815.0,30744473912.0,32927025573.0,35353060634.0,37600368181.0,4.300000191,4.599999905,4.800000191,5.099999905,5.400000095,5.699999809,6.0,8.100000381,10.89999962,14.69999981,19.89999962
171,Ukraine,141210000000.0,169333000000.0,182592000000.0,190499000000.0,133503000000.0,91030959455.0,93355993629.0,112091000000.0,130891000000.0,153883000000.0,156618000000.0,23.29999924,28.7082634,35.27000046,40.95412827,46.23597717,48.88464355,53.00096893,58.88948059,62.55315399,70.12484741,75.03791046
172,Upper middle income,14604000000000.0,17647400000000.0,18914900000000.0,20306800000000.0,20939100000000.0,19662800000000.0,19549000000000.0,21643700000000.0,23303500000000.0,23686300000000.0,22848300000000.0,34.87931061,39.41376495,43.5828743,46.77173996,49.37331009,52.61857986,56.08361435,58.68130493,63.11425781,67.65450287,73.37981415
173,Uruguay,40284481652.0,47962439304.0,51264390116.0,57531233351.0,57236013086.0,53274304222.0,57236652490.0,64233966861.0,64515038268.0,61231149881.0,53560755047.0,46.40000153,51.40465927,54.45376968,57.68999863,61.45999908,64.57078552,66.40000153,70.32235718,80.72684479,83.35153198,86.09999847
174,United States,15049000000000.0,15599700000000.0,16254000000000.0,16843200000000.0,17550700000000.0,18206000000000.0,18695100000000.0,19479600000000.0,20527200000000.0,21372600000000.0,20893700000000.0,71.69000244,69.72946167,74.69999695,71.40000153,73.0,74.55419922,85.54441833,87.27488708,88.49890137,89.43028259,90.90000153
175,Uzbekistan,49765676402.0,60178909297.0,67517349212.0,73180036692.0,80845384375.0,86196265192.0,86138288615.0,62081323299.0,52633143808.0,59907674027.0,59894305353.0,15.89999962,18.60000038,23.60000038,26.79999924,35.5,42.79999924,46.79128647,48.69999695,55.20000076,70.40000153,71.09999847
176,Vietnam,147199000000.0,172596000000.0,195592000000.0,213711000000.0,233450000000.0,239257000000.0,257096000000.0,281353000000.0,308702000000.0,330391000000.0,343243000000.0,30.64999962,35.06999969,36.79999924,38.5,41.0,45.0,53.0,58.13999939,69.84793091,68.66158295,70.30000305
177,Vanuatu,670713208.1,770153304.2,747839697.7,758304466.2,772315721.3,730870581.7,780889605.9,880062103.0,914736985.4,936526267.6,896827873.1,8.0,9.199999809,10.59799957,11.30000019,18.79999924,22.35140419,24.0,25.7197876,,,
178,Samoa,663161528.4,737401684.1,760549577.7,770059565.0,756805950.2,788307314.9,799493897.5,832025556.1,821286938.9,852007104.7,807147527.6,7.0,11.0,12.92249012,15.30000019,21.20000076,25.40700912,29.41172981,33.61093903,,,
179,Kosovo,5344014318.0,6341737194.0,6163785173.0,6735731173.0,7074657898.0,6295820482.0,6682832632.0,7180813376.0,7878508503.0,7899879086.0,7716925356.0,,,,,,,,83.89360046,89.44303131,,
180,South Africa,417365000000.0,458202000000.0,434401000000.0,400886000000.0,381199000000.0,346710000000.0,323586000000.0,381449000000.0,404842000000.0,387935000000.0,335442000000.0,24.0,33.97000122,41.0,46.5,49.0,51.91911697,54.0,56.16739273,62.40000153,68.19999695,70.0
181,Zambia,20265559484.0,23459515276.0,25503060420.0,28037239463.0,27141023558.0,21251216799.0,20958412538.0,25873601261.0,26311590297.0,23308667781.0,18110631358.0,3.0,3.5,4.099999905,4.800000191,6.5,8.800000191,10.30000019,12.19999981,14.29999733,16.79999924,19.79999924
182,Zimbabwe,12041655200.0,14101920300.0,17114849900.0,19091020000.0,19495519600.0,19963120600.0,20548678100.0,17584890937.0,18115543791.0,19284289739.0,18051170799.0,6.400000095,8.399999619,12.0,15.5,16.36474037,22.74281883,23.1199894,24.39999962,25.0,25.10000038,29.29999924
